match_id,duration,start_time,radiant_team_id,radiant_name,dire_team_id,dire_name,leagueid,league_name,series_id,series_type,radiant_score,dire_score,radiant_win,version
8909498494,1476,1784798223,9360651.0,Dandelions,9600141.0,Zero Tenacity,19944,EPL Masters 2026 ,1123199.0,1.0,12,26,False,22.0
8909443684,2364,1784794224,9360651.0,Dandelions,9600141.0,Zero Tenacity,19944,EPL Masters 2026 ,1123199.0,1.0,52,20,True,22.0
8909388284,2213,1784790124,9600141.0,Zero Tenacity,9360651.0,Dandelions,19944,EPL Masters 2026 ,1123199.0,1.0,47,18,True,22.0
8909115244,2986,1784763243,10201538.0,TEAM JENZ,10182865.0,Syntax,19944,EPL Masters 2026 ,1123124.0,1.0,39,38,False,22.0
8909070432,2368,1784759109,10182865.0,Syntax,10201538.0,TEAM JENZ,19944,EPL Masters 2026 ,1123124.0,1.0,26,28,False,22.0
8909014182,2062,1784755449,10182865.0,Syntax,10201538.0,TEAM JENZ,19944,EPL Masters 2026 ,1123124.0,1.0,40,17,True,22.0
8908926344,2579,1784750820,9256405.0,Level UP esports,9600141.0,Zero Tenacity,19944,EPL Masters 2026 ,1123040.0,1.0,38,32,True,22.0
8908830472,2609,1784746136,9256405.0,Level UP esports,9600141.0,Zero Tenacity,19944,EPL Masters 2026 ,1123040.0,1.0,9,41,False,22.0
8908710300,3062,1784741143,9600141.0,Zero Tenacity,9256405.0,Level UP esports,19944,EPL Masters 2026 ,1123040.0,1.0,37,40,False,22.0
8908612824,2472,1784736771,9948367.0,Team Spirit Academy,10182865.0,Syntax,19944,EPL Masters 2026 ,1122956.0,1.0,23,51,False,22.0
8908486051,3296,1784731747,9948367.0,Team Spirit Academy,10182865.0,Syntax,19944,EPL Masters 2026 ,1122956.0,1.0,44,24,True,22.0
8908313996,3955,1784725925,10182865.0,Syntax,9948367.0,Team Spirit Academy,19944,EPL Masters 2026 ,1122956.0,1.0,39,36,True,22.0
8908178087,2289,1784719330,5014799.0,Nemiga Gaming,10182412.0,Aion,19944,EPL Masters 2026 ,1122903.0,1.0,38,15,True,22.0
8908078817,3184,1784714446,5014799.0,Nemiga Gaming,10182412.0,Aion,19944,EPL Masters 2026 ,1122903.0,1.0,34,31,True,22.0
8907997366,1496,1784708127,10047709.0,Ilbirs Esports,9360651.0,Dandelions,19944,EPL Masters 2026 ,1122887.0,1.0,41,13,True,22.0
8907942033,2441,1784703847,9360651.0,Dandelions,10047709.0,Ilbirs Esports,19944,EPL Masters 2026 ,1122887.0,1.0,14,53,False,22.0
8907510684,1598,1784665827,10182412.0,Aion,9600141.0,Zero Tenacity,19944,EPL Masters 2026 ,1122764.0,1.0,9,25,False,22.0
8907419340,2225,1784661620,9600141.0,Zero Tenacity,10182412.0,Aion,19944,EPL Masters 2026 ,1122764.0,1.0,33,9,True,22.0
8907319204,2339,1784656989,9928636.0,Team Lynx,10201538.0,TEAM JENZ,19944,EPL Masters 2026 ,1122707.0,1.0,25,29,False,22.0
8907236730,1657,1784653630,10201538.0,TEAM JENZ,9928636.0,Team Lynx,19944,EPL Masters 2026 ,1122707.0,1.0,30,9,True,22.0
8907114935,3192,1784648499,9948367.0,Team Spirit Academy,9928636.0,Team Lynx,19944,EPL Masters 2026 ,1122641.0,1.0,38,34,True,22.0
8907021823,1893,1784644951,9948367.0,Team Spirit Academy,9928636.0,Team Lynx,19944,EPL Masters 2026 ,1122641.0,1.0,46,16,True,22.0
8906911697,1666,1784641569,9948367.0,Team Spirit Academy,9928636.0,Team Lynx,19944,EPL Masters 2026 ,1122641.0,1.0,4,33,False,22.0
8906814740,2469,1784637446,10164236.0,PuckChamp,10182865.0,Syntax,19944,EPL Masters 2026 ,1122573.0,1.0,24,43,False,22.0
